,lon,lat,res-25,res-77,res-136,res-201,res-273,res-353,res-442,res-541,res-650,res-772,res-907,res-1056,res-1223,res-1407,res-1612,res-1839,res-2092,res-2372,res-2683,res-3028,res-3411,res-3837,res-4309,res-4833,res-5414,res-6060,res-6776,res-7572,res-8455,res-9435,res-10523,res-11730,res-13071,res-14559,res-16210,res-18043,res-20078,res-22337,res-24844,res-27627,res-30716,res-34145,res-37951,res-42175,res-46865,res-52070,res-57847,res-64261,res-71379,res-79281,res-88052,res-97788,res-108595,res-120590,res-133905,res-148685,res-165090,res-183300,res-203513,res-225950,res-250854,res-278498,res-309183,neoFaults,archFaults,gairFaults,aster1-AlOH-cont,aster2-AlOH,aster3-FeOH-cont,aster4-Ferric-cont,aster5-Ferrous-cont,aster6-Ferrous-index,aster7-MgOH-comp,aster8-MgOH-cont,aster9-green,aster10-kaolin,aster11-opaque,aster12-quartz,aster13-regolith-b3,aster14-regolith-b4,aster15-silica,base16,dem17,dtb18,mag19-2vd,mag20-rtp,mag21-tmi,rad22-dose,rad23-k,rad24-th,rad25-u,grav26,archean27,geol28,random,deposit
0,133.4991603,-26.9292993,1.9929,1.9891,1.9863,1.984,1.9818,1.9795,1.977,1.9742,1.9712,1.9677,1.9639,1.9596,1.9547,1.9493,1.9431,1.9362,1.9283,1.9192,1.9088,1.8971,1.8839,1.8692,1.8529,1.8351,1.8159,1.7955,1.7742,1.7522,1.7298,1.7075,1.6856,1.6651,1.6465,1.6309,1.6189,1.6115,1.6092,1.6127,1.6226,1.6394,1.664,1.6971,1.7398,1.7935,1.8594,1.9388,2.0322,2.1396,2.2597,2.3899,2.526,2.6625,2.7922,2.9066,2.9962,3.0518,3.0665,3.0383,2.9705,2.872,2.7543,2.6291,2.5056,0.04880181521037802,0.0498004012242971,0.5450701577030561,2.0719313621520996,1.1129995584487915,1.966881275177002,1.4065196514129639,0.8480656743049622,0.819233775138855,1.0543161630630493,1.0549260377883911,1.399186611175537,0.9181642532348633,-9999.0,0.5034698247909546,0.9668864011764526,1.3604356050491333,1.0639562606811523,366.13739013671875,367.71112060546875,-9999.0,-0.0011462940601632,-78.21511840820312,-21.620805740356445,56.926273345947266,2.418609619140625,9.400609970092773,53.04883575439453,-97.27030181884766,14552.0,17298.0,999.0,1
1,135.605131,-27.7216343,1.9905,1.9869,1.9837,1.9802,1.9761,1.9715,1.9662,1.9601,1.953,1.945,1.9361,1.9268,1.9176,1.9091,1.9014,1.8946,1.8892,1.886,1.8862,1.8898,1.8956,1.9008,1.9015,1.896,1.8846,1.8678,1.8458,1.8187,1.787,1.7516,1.7137,1.6753,1.6382,1.6042,1.5749,1.5506,1.5306,1.5134,1.4968,1.4795,1.462,1.4487,1.45,1.4862,1.5864,1.7606,1.9735,2.1853,2.3754,2.5366,2.6681,2.7718,2.851,2.9089,2.9482,2.9703,2.9748,2.9607,2.9266,2.8722,2.7982,2.7065,2.6002,0.020078191195007443,0.06362219420371629,1.032774672876478,2.012991428375244,1.158836841583252,2.0832667350769043,1.473271369934082,0.8548394441604614,0.8548394441604614,0.9896198511123657,1.064225196838379,1.3570629358291626,0.9256439208984375,-9999.0,0.5179869532585144,0.9203140139579773,1.3559885025024414,1.1809306144714355,-227.03634643554688,106.4690170288086,-303.29913330078125,0.00016431846597697586,547.2193603515625,829.5367431640625,42.90430450439453,0.8865674138069153,9.546772003173828,59.274925231933594,-4.730291366577148,18076.0,8042.0,999.0,1
2,135.687863,-27.7951353,1.9996,2.0031,2.0052,2.0054,2.0044,2.0027,2.0008,1.9985,1.9961,1.9937,1.9916,1.9902,1.9902,1.9918,1.9948,1.9983,2.0008,2.0007,1.9976,1.9927,1.9895,1.9889,1.9879,1.9836,1.9749,1.9609,1.941,1.9149,1.8833,1.8473,1.8085,1.7697,1.7339,1.7048,1.6852,1.6766,1.6779,1.6848,1.6904,1.6869,1.6674,1.6295,1.5806,1.5464,1.5781,1.7138,1.9162,2.1299,2.3261,2.4954,2.6362,2.7498,2.8382,2.9035,2.9478,2.9722,2.9771,2.9624,2.9275,2.8725,2.7982,2.7065,2.6001,0.003651573962973584,0.09292429512177183,1.0530235908410002,2.0366437435150146,1.1294721364974976,2.0095901489257812,1.279856562614441,0.8697534799575806,0.8697534799575806,1.0382397174835205,1.0672023296356201,1.298799753189087,0.9267306327819824,-9999.0,0.5140073299407959,1.0163495540618896,1.2988152503967285,1.1935539245605469,113.46595764160156,119.6765365600586,-9999.0,-4.806196011486463e-05,4.340012073516846,264.21197509765625,35.74089813232422,0.6618382334709167,5.676241874694824,38.20550537109375,-3.0181143283843994,18076.0,15514.0,-999.0,1
3,135.774248,-27.8765363,2.0099,2.0232,2.0331,2.0388,2.0421,2.0446,2.0472,2.0503,2.0542,2.0595,2.0668,2.0768,2.0902,2.1072,2.1269,2.1471,2.1636,2.1716,2.1673,2.1526,2.1369,2.1286,2.1261,2.1222,2.1117,2.0931,2.0668,2.034,1.9959,1.9541,1.9111,1.8701,1.8354,1.8122,1.8046,1.8149,1.841,1.8765,1.9108,1.932,1.9298,1.8976,1.8369,1.7673,1.7425,1.8213,1.9819,2.1672,2.3448,2.5031,2.6391,2.7526,2.8434,2.9117,2.9578,2.9823,2.986,2.9692,2.9321,2.8753,2.7997,2.7071,2.6,0.029326132451323452,0.05789360466779235,1.0706714365012582,2.022642135620117,1.0774599313735962,1.990114450454712,1.3360953330993652,0.8392041921615601,0.8392041921615601,1.0549836158752441,1.0398238897323608,1.2109007835388184,0.9437500238418579,-9999.0,0.5025897026062012,0.9874372482299805,1.3178260326385498,1.1596531867980957,63.53506088256836,67.51715087890625,-32.846412658691406,0.0001262398436665535,249.0714874267578,443.91448974609375,35.90068054199219,0.9897768497467041,6.729849815368652,47.40681838989258,10.215299606323242,18076.0,18076.0,999.0,1
4,135.805855,-27.8963673,2.0099,2.0232,2.0331,2.0388,2.0421,2.0446,2.0472,2.0503,2.0542,2.0595,2.0668,2.0768,2.0902,2.1072,2.1269,2.1471,2.1636,2.1716,2.1673,2.1526,2.1369,2.1286,2.1261,2.1222,2.1117,2.0931,2.0668,2.034,1.9959,1.9541,1.9111,1.8701,1.8354,1.8122,1.8046,1.8149,1.841,1.8765,1.9108,1.932,1.9298,1.8976,1.8369,1.7673,1.7425,1.8213,1.9819,2.1672,2.3448,2.5031,2.6391,2.7526,2.8434,2.9117,2.9578,2.9823,2.986,2.9692,2.9321,2.8753,2.7997,2.7071,2.6,0.0043681765104412705,0.024236380184329578,1.0852305865131027,2.0615756511688232,1.122436285018921,2.0410192012786865,1.5513322353363037,0.9123516082763672,0.9123516082763672,0.98863285779953,1.0244090557098389,2.130828619003296,0.9172203540802002,0.5402808785438538,0.5063506960868835,1.4560433626174927,1.2862646579742432,1.102537751197815,63.29993438720703,66.46682739257812,-24.179445266723633,0.0011158166453242302,378.4741516113281,585.3284301757812,62.50225067138672,1.394275188446045,10.491878509521484,61.89033889770508,7.199179649353027,18076.0,18076.0,999.0,1
5,135.789861,-27.9045843,2.0099,2.0232,2.0331,2.0388,2.0421,2.0446,2.0472,2.0503,2.0542,2.0595,2.0668,2.0768,2.0902,2.1072,2.1269,2.1471,2.1636,2.1716,2.1673,2.1526,2.1369,2.1286,2.1261,2.1222,2.1117,2.0931,2.0668,2.034,1.9959,1.9541,1.9111,1.8701,1.8354,1.8122,1.8046,1.8149,1.841,1.8765,1.9108,1.932,1.9298,1.8976,1.8369,1.7673,1.7425,1.8213,1.9819,2.1672,2.3448,2.5031,2.6391,2.7526,2.8434,2.9117,2.9578,2.9823,2.986,2.9692,2.9321,2.8753,2.7997,2.7071,2.6,0.016515837399128045,0.03200172753361572,1.0673789047991944,2.100332260131836,1.1325154304504395,1.928109049797058,1.582797884941101,0.8787626028060913,0.8787626028060913,1.0958447456359863,1.0436573028564453,1.181763768196106,0.8969855308532715,-9999.0,0.5077463388442993,0.8149150609970093,1.289135456085205,1.1415607929229736,70.9393310546875,76.74765014648438,-19.643522262573242,0.00029432581504806876,224.11000061035156,348.0126647949219,34.854591369628906,1.2390319108963013,7.873464584350586,41.98316955566406,10.253389358520508,18076.0,18076.0,999.0,1
6,135.877113,-27.9893353,2.0148,2.0558,2.0915,2.115,2.131,2.1448,2.1594,2.1764,2.1971,2.2229,2.2557,2.2973,2.349,2.4107,2.4804,2.5524,2.6178,2.6648,2.6819,2.6677,2.6382,2.6068,2.5688,2.5145,2.4432,2.3613,2.2746,2.1861,2.0974,2.0106,1.9297,1.8601,1.8089,1.7837,1.7905,1.8301,1.8954,1.9699,2.031,2.0549,2.0239,1.9283,1.7675,1.5685,1.4262,1.4642,1.658,1.9025,2.1377,2.3444,2.5199,2.6645,2.778,2.8597,2.9098,2.9299,2.9227,2.8919,2.8407,2.7724,2.6902,2.5969,2.4956,0.009470561565513928,0.010260844131357971,1.0753111476225439,2.146254062652588,1.1344066858291626,1.93556809425354,1.2740057706832886,0.8042092323303223,0.8042092323303223,1.0648962259292603,1.0586316585540771,1.2217425107955933,0.878381609916687,-9999.0,0.5099079608917236,1.1141728162765503,1.422379732131958,1.0758562088012695,123.26954650878906,132.51919555664062,-9999.0,-0.001119123538956046,203.76995849609375,293.7084655761719,69.78573608398438,2.5517406463623047,13.189416885375977,57.28211975097656,6.086228370666504,18076.0,18076.0,-999.0,1
7,135.859249,-28.0370783,2.0086,2.0327,2.0525,2.0642,2.0711,2.0761,2.0813,2.0874,2.0952,2.1057,2.1201,2.1396,2.1652,2.1965,2.2311,2.2635,2.2855,2.2875,2.2639,2.2216,2.1841,2.1702,2.1751,2.1803,2.173,2.1491,2.109,2.0547,1.9886,1.914,1.835,1.7574,1.6887,1.6374,1.6111,1.6132,1.64,1.6788,1.7096,1.7089,1.6546,1.5313,1.34,1.1264,1.0162,1.1404,1.4329,1.7586,2.0517,2.2969,2.4959,2.6532,2.772,2.855,2.9049,2.9247,2.9179,2.8878,2.8376,2.7702,2.6887,2.596,2.4953,0.029271923881207102,0.03361063024114338,1.0307678445917507,1.9388892650604248,-9999.0,2.0462329387664795,1.4995031356811523,0.8918834328651428,0.8918834328651428,1.0433285236358643,1.0634421110153198,1.2833666801452637,0.9813112020492554,-9999.0,0.5150647163391113,0.8287993669509888,1.2424168586730957,1.1864013671875,60.03352355957031,61.70793151855469,-36.214874267578125,0.0006581353954970837,230.61505126953125,443.78900146484375,24.60064697265625,0.36829206347465515,4.534801483154297,40.01685333251953,7.248996734619141,18076.0,18076.0,-999.0,1
8,135.9950699,-28.5189183,2.0611,2.1071,2.1386,2.1501,2.1519,2.1533,2.1602,2.1759,2.2016,2.2356,2.27,2.2881,2.2633,2.1662,1.9851,1.7668,1.638,1.7113,1.9055,2.0636,2.249,2.5364,2.8917,3.228,3.5028,3.7203,3.881,3.9736,3.9889,3.9319,3.8221,3.684,3.5371,3.3924,3.2522,3.1118,2.9603,2.7834,2.567,2.3043,1.9937,1.6146,1.1059,0.4843,0.0689,0.2531,0.8216,1.4024,1.8632,2.2014,2.4439,2.613,2.7232,2.7842,2.8037,2.7888,2.7471,2.6857,2.611,2.5283,2.442,2.3559,2.2733,0.004335380952701848,0.011987224787274767,0.8502210414326911,2.0461127758026123,1.0619956254959106,1.9715430736541748,1.343201994895935,0.8544102907180786,0.8544102907180786,1.0773354768753052,1.092571496963501,1.2618803977966309,0.9245226383209229,0.5659452676773071,0.50890052318573,0.9935193061828613,1.3193395137786865,1.1102080345153809,252.56161499023438,246.1015625,-9999.0,0.006172638852149248,521.7343139648438,581.2091064453125,51.35679244995117,1.8752188682556152,12.846874237060547,78.82890319824219,0.8149044513702393,18122.0,15514.0,-999.0,1
9,135.123458,-29.2987163,2.2187,2.2859,2.314,2.3296,2.3424,2.3546,2.3663,2.3769,2.3862,2.3939,2.4,2.4049,2.4097,2.4157,2.4238,2.4312,2.4295,2.414,2.4159,2.4833,2.5682,2.6333,2.6743,2.6963,2.7022,2.6901,2.6558,2.5945,2.5026,2.3795,2.2283,2.0545,1.8641,1.6612,1.4471,1.2237,1.006,0.8466,0.8415,1.0419,1.3657,1.7042,2.0058,2.2614,2.4761,2.6546,2.7985,2.9072,2.9787,3.0113,3.0041,2.9578,2.8762,2.7669,2.6419,2.5166,2.4061,2.3207,2.2609,2.219,2.1864,2.1576,2.1301,0.49447298162433256,0.008343417364730932,0.15426974084983813,2.001645088195801,1.1386187076568604,2.0609264373779297,1.4328246116638184,0.891617476940155,0.891617476940155,1.0076839923858643,1.0440223217010498,1.2367212772369385,0.9384512901306152,-9999.0,0.5131055116653442,0.8915874361991882,1.2778180837631226,1.1533153057098389,88.29325866699219,140.28741455078125,-30.356475830078125,-0.017416082322597504,-1357.964111328125,1072.4168701171875,38.574649810791016,0.88189697265625,8.946714401245117,53.36134338378906,-5.007778644561768,18444.0,8042.0,999.0,1
